id,Chemical Name,LogP (Partition coefficient),LogS (water solubility of the ingredient),Molecular weight,Density,Chemical formula,Structure,Synonyms,Functionalities
2969,SUCROSE ACETATE ISOBUTYRATE,,Not found,846.92,1.146g/mLat 25°C,C40H62O19, ,"['SAIB', 'saib100s', 'sucroseacetoisobutyrate', 'Sucrose acetate isobutyrate', 'Saccharoseacetateisobutyrate', 'Sucrose diacetate hexaisobutyrate', 'isobutyricacid,hexaesterwithsucrosediacetate', 'fructofuranosyl,6-acetate2,3,4-tris(2-methylpropanoate)', 'd-fructofuranosyl,6-acetate2,3,4-tris(2-methylpropanoate)', '6-o-acetyl-1,3,4-tris-o-(2-methyl-1-oxopropyl)-beta-alpha-d-glucopyranosid', '6-o-acetyl-1,3,4-tris-o-(2-methyl-1-oxopropyl)-beta-d-alpha-d-glucopyranosid', '1-O-acetyl-3,4,6-tris-O-(2-methylpropanoyl)-Î±-D-fructofuranosyl 2-O-acetyl-3,4,6-tris-O-(2-methylpropanoyl)-Î±-D-glucopyranoside', '6-O-acetyl-1,3,4-tris-O-(2-methylpropanoyl)-beta-D-fructofuranosyl 6-O-acetyl-2,3,4-tris-O-(2-methylpropanoyl)-alpha-D-glucopyranoside', '1-O-acetyl-3,4,6-tris-O-(2-methylpropanoyl)-beta-D-fructofuranosyl 6-O-acetyl-2,3,4-tris-O-(2-methylpropanoyl)-alpha-D-glucopyranoside']","plasticizer,film forming,plasticiser"
2970,SUCROSE DILAURATE,,6.55e-5,706.90144,1.29,C36H66O13,CCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@]1(OC(=O)CCCCCCCCCCC)[C@@]1(CO)O[C@H](CO)[C@@H](O)[C@@H]1O,"['sucrose dilaurate', '.alpha.-D-Glucopyranoside, .beta.-D-fructofuranosyl, didodecanoate', 'Einecs 247-345-5', '[(2S,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]-2-dodecanoyloxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] dodecanoate']","skin-conditioning agent - emollient,surfactant - emulsifying agent,emollient,emulsifying,skin conditioning,surfactant"
2971,SUCROSE LAURATE,,3.52,524.604,1.37,C24H44O12,CCCCCCCCCCCC(=O)O[C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@]1(CO)O[C@H](CO)[C@@H](O)[C@@H]1O,"SUCROSE LAURATE,sucrose laurate","skin-conditioning agent - emollient,surfactant - emulsifying agent,emollient,emulsifying,skin conditioning,surfactant"
2972,SUCROSE MYRISTATE,,,552.65212,,C26H48O12,,"['sucrose myristate', 'alpha-d-glucopyranoside, beta-d-fructofuranosyl, monotetradecanoate', 'monomyristic sucrose ester']",
2973,SUCROSE OCTAACETATE,,SLIGHTLY SOLUBLE,678.59,1.28,C28H38O19,[H][C@]1(O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,"['Sucrose octaacetate', 'Sucrose octa actate', 'Octa-O-acetylsucrose', 'D-SucroseOctoacetate', 'SUCROSEOCTAACETATE,NF', 'OCTA-O-ACETYL D-(+)-SUCROSE', 'OCTA-O-ACETYL D-(+)-SACCHAROSE', 'OCTAACETYL SUCROSE(SACCHAROSE OCTAACETATE)', '1,3,4,6-tetra-O-acetylhex-2-ulofuranosyl 2,3,4,6-tetra-O-acetylhexopyranoside', '1,3,4,6-tetra-O-acetyl-beta-D-fructofuranosyl 2,3,4,6-tetra-O-acetyl-alpha-D-glucopyranoside']","denaturant,masking,flavouring"
2974,SUCROSE STEARATE,,Soluble in water and ethanol at 75°C.,608.76,1.246g/cm3,C30H56O12,,"['S-1670', 'Sucrapan S', 'sucrose stearate', 'Saccharose stearate', 'SUCROSE MONOSTEARATE', 'Sucrose stearate ester', 'Ryoto sugar ester S 1670', '1-O-octadecanoyl-beta-D-fructofuranosyl alpha-D-glucopyranoside', 'alpha-d-glucopyranoside,beta-d-fructofuranosyl,monooctadecanoate', '.beta.-D-Fructofuranosyl-.alpha.-D-Glucopyranoside,monooctadecanoate', '2,5-anhydro-5-(hydroxymethyl)-6-O-octadecanoyl-alpha-D-gluco-D-manno-undec-6-ulopyranose']",
2975,SUCROSE TETRASTEARATE TRIACETATE,,,,,,,,
2976,SUCROSE TRISTEARATE,,3.23e-6,1141.68,1.06,C66H124O14,CCCCCCCCCCCCCCCCCC(=O)OC[C@H]1O[C@@](COC(=O)CCCCCCCCCCCCCCCCC)(O[C@H]2O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,"['SUCROSE TRISTEARATE', 'SUCROSE TETRAISOSTEARATE', 'Î²-D-FructofuranosylÎ²-D-glucopyranoside trioctadecanoate', '[(2R,3S,4S,5R,6R)-6-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(octadecanoyloxymethyl)oxolan-2-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl octadecanoate']","skin-conditioning agent - emollient,emollient,emulsifying,skin conditioning"
2977,SULFATED CASTOR OIL,,1g/L at 25°C,422.489990234375,1.06g/mLat 20°C,C18H32Na2O6S, ,"['TURKEY RED OIL', 'red turkey oil', 'Turkey red oil', 'Sulfonated  tor oil', 'TURKEY RED OIL SODIUM SALT', 'SULFORICINOLATE SODIUM SALT']","surfactant - cleansing agent,cleansing,emulsifying,humectant,surfactant"
2978,SULFONATED CASTOR OIL,,1g/L at 25°C,422.489990234375,1.06g/mLat 20°C,C18H32Na2O6S, ,"['TURKEY RED OIL', 'red turkey oil', 'Turkey red oil', 'Sulfonated  tor oil', 'TURKEY RED OIL SODIUM SALT', 'SULFORICINOLATE SODIUM SALT']",
2979,SULFUR,,Insoluble,256.52,2.36,S8,[S],"['S', 'S-80', 'IS60', 'That', 's-80', 'Svovl', 'sulfur', 'rasulf', 'thione', 'sulphur', 'Thiolux', 'supersix', 'tesuloid', 'Super six', 'Sulfur(Î±)', 'supercosan', 'sulfur roll', 'sulfur powder', 'sulfur flowers', 'sulfur, sublimed', 'microthiol special', 'sulfur precipitated', 'technetiumtc99msulfurcolloid']","insecticide,fungicide,anti-dandruff agent,Fungicide, Nematicides, and Fumigant,binder,unknown,contaminant,chemical component,vulcanizing agent,stainless steel component,antidandruff / antistatic / antiseborrhoeic,antimicrobial,antiacne agent,antidandruff agent,hair conditioning agent,skin-conditioning agent -miscellaneous,antidandruff,antiseborrhoeic,antistatic,hair conditioning,skin conditioning,impurity,residual,vulcanizing coagent,machinability enhancer"
2980,SULFURIC ACID,,miscible,98.08,1.840 g/mL at 25 °C (lit.),H2O4S,OS(O)(=O)=O,"['BOU', 'Oleum', 'UN1831', 'Sulfuric', 'HSDB 1236', 'Acid Mist', 'Sulfur acid', 'Battery acid', 'Sulfate acid', 'Dipping Acid', 'Oleum iodisum', 'Sulfuric acid', 'Sulphuric acid', 'Oil of vitriol', 'Hydrogen sulfate', 'Vitriol Brown Oil', 'Sulfuric acid fuming', 'Sulfuric acid, spent', 'Sulfuric acid,fuming', 'Fuming sulfuric acid', 'Sulfuric acid, fuming', 'Sulfuric acid (fuming)', 'Oleum (Fuming Sulfuric acid)', 'Sulfuric acid, standard solution', 'Sulfuric acid for storage battery', 'Sulfuric acid mixture with sulfur trioxide']","pH Control,acid,making the ph more acidic, cleaning agent,ph adjuster,fragrance component,buffering,ph regulating agent"
2981,SUNSET YELLOW,,5-10 g/100 mL at 24 °C,432.4,0.474-0.588[at 20°C],C16H13N2NaO7S2,[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C2=C(C=C1)C=C(C=C2)S([O-])(=O)=O,"['C.I. 15985', 'Gelborange S', 'Food Yellow 3', 'SUNSET YELLOW', 'Water Yellow 2', 'Food yellow No.5', 'Fodd yellow No.5', 'sunset yellow fcf', 'SUNSET YELLOW FCF', 'C.I. Food Yellow 3', 'Sunset Yellow FCF,Food Yellow 3', 'C.I. Food Yellow 3, disodium salt', '1-(p-Sodiosulfophenylazo)-2-hydroxynaphthalene-6-sulfonic acid sodium', 'Sodium (E)-6-hydroxy-5-((4-sulfonatophenyl)diazenyl)naphthalene-2-sulfonate', '6-Hydroxy-5-[2-(4-sulfophenyl)diazenyl]-2-naphthalenesulfonic Acid SodiuM Salt', 'disodium (5Z)-6-oxo-5-[(4-sulfonatophenyl)hydrazono]-5,6-dihydronaphthalene-2-sulfonate', 'disodium (5E)-6-oxo-5-[(4-sulfonatophenyl)hydrazono]-5,6-dihydronaphthalene-2-sulfonate']","Cosmetic, lip product,color additive,fragrance component,cosmetic colorant,colorant,dye"
2982,TAED,,slightly soluble,228.24,0.9,C10H16N2O4,,"['TAED', 'TEAD', 'T.A.E.D.', 'Mykon ATC', 'Tetraacetylethylenediamine', 'TetraAcetylEthyleneDiamine(Taed)', '3,4-diacetyl-3,4-diaminohexane-2,5-dione', 'N-Acetyl-N-[2-(diacetylamino)ethyl]acetamide']",
2983,TALC,,"Insoluble in water, cold acids, alkalies.",379.263,2.7-2.8,3MgO.4O2Si.H2O, ,"['mg3', 'Talc', 'Talc?', 'Talcum', 'Agalite', 'Asbestin', 'Asbestine', 'Snowgoose', 'superfine', 'Talc [JAN]', 'Talc Powder', 'French Chalk', 'TALCUM POWDER', 'Cosmetic Talc', 'oxosilanediol', 'TALCTALCTALCTALC', 'Beaver White 200', 'Talc (Mg3H2(SiO3)4)', 'Magnesium Silicate Talc', 'talc fine powder extra pure', 'Magnesium silicate (natural)', 'HAICHEN TALC POWDER NO1 AND NO2', 'Magnesium silicate monohydrate (Talc)', 'TALC POWDER, DAB, PH. EUR., B. P., PH. F RANC.']","None,Slip Modifier,Opacifier,Skin Conditioning Agent,Additive,processing aid, processing aid,color additive,paint additive,wear layer silicate,reinforcing pigment,filler,flattener,extender pigments,pigment,paint: component #3,uv finish: component #4,nk grey paint: mineral,flow aid,exterior application to prevent blocking of rolls,component of finish.,mineral,chemical used in pre-fired ceramic body.,filler component,processing aid, modifier,Absorbent/anti-caking,Absorbent/anticaking,Volumizing Agent,Absorbent,abrasive,absorbent,anticaking agent,bulking agent,opacifying agent,skin protectant,slip modifier,anticaking,bulking,opacifying,skin protecting,deodorant,film strengthener,coating,fluxing agent,reinforcing agent and possible component of the impact modifier,additive,see material notes,extender,white primer component #2,talc,edge banding adhesive component,processing additive,filler, flow ability, crack resistance,flow ability,crack resistance,extender filler"
2984,TANNIC ACID,,250 g/L (20 °C),1701.2,1.2965 (rough estimate),C76H52O46, ,"['Tannins', 'Quebracho', 'Glycerite', 'Tannic acid', 'Gallotannin', 'acid,tannic', 'acidetannique', 'abcolsumack19', 'Galloylglucose', 'Chinese tannin', 'chestnuttannin', 'Gallotannic acid', 'abcoltannicacidtech', 'acaciamollissimatannin', 'Penta NM digalloyl glucose', '1,3,6-tris-O-(3,4,5-trihydroxybenzoyl)hexopyranose', '1,2,3,4,6-pentakis-O-[(3,4-dihydroxy-5-{[(3,4,5-trihydroxyphenyl)carbonyl]oxy}phenyl)carbonyl]hexopyranose']","Refining Agents (must be eliminated during process of manufacturing),cosmetic astringent,fragrance ingredient,astringent,masking,flavouring"
2985,TARTARIC ACID,,2.91,150.09,1.886Â±0.06 g/cm3(Predicted),C4H6O6,OC(C(O)C(O)=O)C(O)=O,"['L-tartaricaci', 'Tartaric Acid', 'D(-)-Tartaric acid', 'D-2,3-Dihydroxysuccinic acid', '2,3-Dihydroxybutanedioic acid', '(2R,3R)-2,3-Dihydroxybernsteinsaeure', '(2R,3S)-2,3-Dihydroxybernsteinsaeure']",
2986,TAURINE,,5-10 g/100 mL at 23.5 °C,125.15,1.00g/mLat 20°C,C2H7NO3S,NCCS(O)(=O)=O,"['TATU', 'TURIN', 'TAURINE', 'Taurine', '2-sulfoethylamine', 'TAURINE  extrapure CHR', 'Aminoethanesulfonic acid', '2-amino-ethanesulfonicaci', '2-Aminoethanesulfonic acid', '2-Aminoethanesulphonic acid', '5-Ferrocenyl valeric acid esters']","fragrance ingredient,not reported,buffering,flavouring"
2987,T-BUTYL ALCOHOL,,soluble,74.12,0.775 g/mL at 25 °C (lit.),C4H10O,,"['tert-Butanol', 'Tert Butanol', 't-Butyl Alcohol', 'tert-Butyl alcohol', 'tert butyl alcohol', '2-Methyl-2-propanol', 'tert-Butanol EMPLURA.', '2-Methyl n-propan-2-ol', 'alcoolbutyliquetertiaire', 'tert-Butanol, for analysis ACS', 'tert-Butanol2-Methyl-2-propanol', 'tert-BUTYL ALCOHOL REAGENT (ACS)', 't-Butyl Alcohol ã\x80\x942-Methyl-2-propanolã\x80\x95', 'tert-Butanol for analysis EMSURE ACS,Reag. Ph Eur']",
2988,T-BUTYL HYDROQUINONE,,4.76e-3,166.22,1.08,C10H14O2,CC(C)(C)C1=CC(O)=CC=C1O,"t-butylhydroquinone:(ch*3)*3cc*6h*3-1_4-(oh)*2_,hydroquinone_ tert-butyl-_ (t-butyl hydroquinone),hydroquinone_ tert-butyl-_ (t-butylhydroquinone),hydroquinone_ tert-butyl-_ (tert-butylhydroquinone),tert-butyl hydroquinone       *96-4*,t-butylhydroquinone,TBHQ,tbhq,t-butyl hydroquinone,2-tert-Butylhydroquinone,T-BUTYL HYDROQUINONE,tert-butylhydroquinone","fragrance component,antioxidant,fragrance ingredient,masking,perfuming"
2989,2-T-BUTYLCYCLOHEXYL ACETATE,,9.14e-4,198.3,0.9590 (rough estimate),C12H22O2,CC(=O)OC1CCCCC1C(C)(C)C,"['Verdox', 'Grumex', 'VERDOX', 'ORTHOLATE', 'POMMELIONE', 'o-t-Butylcyclohexyl acetate', '2-t-Butylcyclohexyl acetate', 'O-TERT-BUTYLCYCLOHEXYL ACETATE', '2-tert-Butylcyclohexyl acetate', '2-tert-Butylcyclohexanol acetate', 'ORTHO T-BUTYL CYCLOHEXYL ACETATE', '1-Acetoxy-2-tert-butylcyclohexane', '1-acetoxy-2-tert-butylcyclohexane', '2-(1,1-Dimethylethyl)cyclohexyl acetate', '2-(1,1-dimethylethyl)-cyclohexanoacetate', 'ORTHO TERTIARY BUTYL CYCLOHEXANYL ACETATE', '2-(1,1-Dimethylethyl)cyclohexanol acetate', 'Cyclohexanol, 2-(1,1-dimethylethyl)-, acetate', 'Cyclohexanol, 2-(1,1-dimethylethyl)-, 1-acetate']","fragrance,Fragrance,Fragrance Component,fragrance component,fragrances,masking,perfuming,fragrance ingredient,solvent"
2990,TEA-COCOYL GLUTAMATE,,,,,,,,
2991,TEA-COCOYL SARCOSINATE,,,,,,,,
2992,TEA-DODECYLBENZENESULFONATE,,,,,,,,
2993,TEA-EDTA,,,,,,,,
2994,TEA-HYDROCHLORIDE,,11.0,185.65,1.15,C6H16ClNO3,Cl.OCCN(CCO)CCO,"triethanoleamine hydrochloride,triethanolamine hydrochloride,triethanolamine hydrochloride  *93-3*,triethanolamine hydrochloride  *95-1*,triethanolamine hydrochloride  *98-1*,Triethanolamine hydrochloride,trolamine,tea-hydrochloride",viscosity controlling
2995,TEA-HYDROIODIDE,,,,,,,,
2996,TEA-ISOSTEARATE,,Not found,433.674,Not found,C24H51NO5,OCC[NH+](CCO)CCO.CC(C)CCCCCCCCCCCCCCC([O-])=O,tea-isostearate,"cleansing,emulsifying,hair conditioning,surfactant"
2997,TEA-LACTATE,,,239.26614,1.222 g/cm3(Temp: 238.1 °C Press: 3.41 Torr),C9H21NO6,,"['2-[bis(2-hydroxyethyl)amino]ethanol,2-hydroxypropanoic acid', 'tris(2-hydroxyethyl)ammonium lactate', 'TEA-LACTATE', 'Triethanolamine lactate']",
2998,TEA-LAURAMINOPROPIONATE,,1000g/L at 20°C,406.61,1.08[at 20°C],C21H46N2O5,,"['Einecs 238-015-1', 'TEA-LAURAMINOPROPIONATE', 'Triethanolamine lauryl aminopropionate', 'Tea-N-lauryl, myristyl beta-aminopropionate', 'N-Lauryl-beta-aminopropionic acid, triethanolamine salt']",
2999,TEA-LAURATE,,,696.1,,C42H81NO6,,"['tea-laurate', 'TRIETHANOLAMINE LAURATE', '2-[bis(2-hydroxyethyl)amino]ethanol,dodecanoic acid']",
3000,TEA-LAURETH SULFATE,,,415.58564,,C18H41NO7S,,"['TRIETHANOLAMINE POLYOXYETHYLENE LAURYL ETHER SULFATE', '2-(bis(2-hydroxyethyl)amino)ethanol, 1-dodecoxydodecane, sulfate', 'TriethanolaMine Polyoxyethylene Lauryl Ethyl Sulfate, 36 Percent Solution', 'TEA-LAURETH SULFATE', '2,2â\x80\x99,2â\x80\x99â\x80\x99-nitrilotris-ethanocompd.withalpha-sulfo-omega-(dodecyloxy)pol']",
3001,TEA-LAUROYL GLUTAMATE,,,,,,,,
3002,TEA-LAUROYL METHYLAMINOPROPIONATE,,1.34e-2,434.618,0.972,C22H46N2O6,OCCN(CCO)CCO.CCCCCCCCCCCC(=O)N(C)CCC(O)=O,"tea-lauroyl methylaminopropionate,tea-lauroyl methyl beta-alaninate","cleansing,surfactant"
3003,TEA-LAUROYL SARCOSINATE,,7.44e-3,420.58386,0.976,C21H44N2O6,OCCN(CCO)CCO.CCCCCCCCCCCC(=O)N(C)CC(O)=O,"['TEA-LAUROYL SARCOSINATE', 'TEA-LAUROYL SARCOSINATE, WATER', 'N-Lauroyl sarcosine, triethanolamine salt', '2-[bis(2-hydroxyethyl)amino]ethanol,2-[dodecanoyl(methyl)amino]acetic acid']","antistatic,cleansing,foaming,hair conditioning,surfactant"
3004,TEA-LAURYL SULFATE,,5.90e-3,415.59,1.16,C18H41NO7S,OCCN(CCO)CCO.CCCCCCCCCCCCOS(O)(=O)=O,"cycloryl wats,triethanolamine lauryl sulfate,triethanolamine lauryl sulfate_ cas #139-96-8,tea lauryl sulfate,tea lauryl sulfate_ triethanolamine lauryl sulfate,sulfuric acid_ monododecyl ester_ compound with2_'2_2""-nitrilotriethanol (1:1)_ (triethanolamine lauryl sulfate_30%),amine alkylaryl sulfonate [dodecyl sulfate_ triethanolaminesalt],dodecyl sulfate_ triethanolamine salt,tea_ also includes white mist>6.0_ solvent g>23.0_ triton x-100>.013_and cab-o-sil(ms)>.03,tea lauryl sulphate,stepanol wat,triethanolamine lauryl sulfate (leak detector is an aqueous concentrate of triethanolamine lauryl sulfate and water. it is non-hazarous.),tea-lauryl sulfate,nan,Triethanolamine lauryl sulfate,Tea-lauryl sulfate,TRIETHANOLAMINE LAURYL SULFATE","surfactant - cleansing agent,cleansing,emulsifying,foaming,surfactant"
3005,TEA-MYRISTAMINOPROPIONATE,,,,,,,,
3006,TEA-MYRISTATE,,,,,,,,
3007,TEA-OLEATE,,9.16e-6,431.658,0.901,C24H49NO5,OCCN(CCO)CCO.CCCCCCCC\C=C/CCCCCCCC(O)=O,"oleic acid_ mixed with 2_2'_2""-nitrilotriethanol (1:1)_ (amine soap),Triethanolamine oleate,triethanolamine oleate,tea-oleate","cleansing,emulsifying,surfactant"
3008,TEA-OLEOYL SARCOSINATE,,,,,,,,
3009,TEA-PALMITATE,,,,,,,,
3010,TEA-PCA,,Not found,278.305,Not found,C11H22N2O6,OC(=O)C1CCC(O)=N1.OCCN(CCO)CCO,"TEA-PCA,tea-pca","humectant,skin conditioning,skin protecting"
3011,TEA-PEG-3 COCAMIDE SULFATE,,,,,,,,
3012,TEA-PHENYLBENZIMIDAZOLE SULFONATE,,,423.4833,,C19H25N3O6S,,['TEA-PHENYLBENZIMIDAZOLE SULFONATE'],
3013,TEA-SALICYLATE,,0.107,287.312,1.38,C13H21NO6,OCCN(CCO)CCO.OC(=O)C1=C(O)C=CC=C1,"TEA-SALICYLATE_ TRIETHANOLAMINE SALICYLATE,triethanolamine salicylate,tea salicylate,TEA SALICYLATE,tea-salicylate","sunscreen agent,ultraviolet light absorber,preservative,uv absorber"
3014,TEA-STEARATE,,2.08e-6,433.674,0.889,C24H51NO5,OCC[NH+](CCO)CCO.CCCCCCCCCCCCCCCCCC([O-])=O,"triethanolamine stearate salt (teas salt),triethanolamine stearate salt (teas salt)       *94-3*,triethanolamine stearate salt (teas salt)            *94-3*,triethanolamine stearate salt (teas salt)_ (triethanolamine stearate),tea-stearate","cleansing,emulsifying,surfactant"
3015,TEA-SULFATE,,,,,,,,
3016,TELMESTEINE,,0.334,205.233,1.409,C7H11NO4S,CCOC(=O)N1CSC[C@H]1C(O)=O,"['Telmesteine', 'TELMESTEINE', 'XBJWOGLKABXFJE-YFKPBYRVSA-N', '3-ETHYL THIAZOLIDINE-3,4-DICARBOXYLATE', '3-CARBETHOXYTHIAZOLIDINE-4-CARBOXYLIC ACID', '3-ETHOXYCARBONYLTHIAZOLIDINE-4-CARBOXYLIC ACID', '3,4-Thiazolidinedicarboxylic acid 3-ethyl ester', 'THIAZOLIDINE-3,4-DICARBOXYLIC ACID 3-ETHYL ESTER', '(R)-3-(Ethoxycarbonyl)thiazolidine-4-carboxylic acid', '3-(ethoxycarbonyl)-1,3-thiazolidine-4-carboxylic acid', '3,4-Thiazolidinedicarboxylic acid, 3-ethyl ester, (4R)-', '(4R)-3-ethoxycarbonyl-1,3-thiazolidine-4-carboxylic acid', '(4R)-3-(ethoxycarbonyl)-1,3-thiazolidine-4-carboxylic acid']",antioxidant
3017,TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID,,,562.69476,,C28H34O8S2,,"['TEREPHTHALIDENEDICAMPHORSULPHONICACID', 'Terephthalylidene dicaMphor sulfonie acid', 'TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID', 'Terephthalylidene dicamphor sulfonic acid', 'Terephthalylidene dicamphor sulfonie acid', '[2-[[4-[[7,7-dimethyl-3-oxo-4-(sulfomethyl)-2-', '[2-[[4-[[7,7-dimethyl-3-oxo-4-(sulfomethyl)-2-bicyclo[2.2.1]heptanylidene]methyl]phenyl]methylidene]-7,7-dimethyl-3-oxo-4-bicyclo[2.2.1]heptanyl]methanesulfonic acid']",
3018,TERPINEOL,,2.42 g/L[1],154.24932,0.934 g/mL at 20 °C(lit.),C10H18O, ,"['FEMA 3045', 'TERPINEOL', 'abietinol', 'abietinal', 'terpineols', 'TERPINEOL CP', 'mixtureofp-methenols', 'Terpineol,mixtureofisomers', 'terpineol anhydrous, mixture of isomers']"," solvent,fragrance,Fragrance,Fragrance Component,fragrance component,fragrances,fragrance ingredient,perfuming,masking,flavouring"
3019,TERPINEOL ACETATE,,Not found, ,Not found, , ,"terpineol acetate,Terpineol acetate,Terpinyl Acetate (Isomer Mixture),Terpinyl acetate (Isomer mixture)","fragrance,Fragrance Component,fragrance component,fragrances,masking,flavouring"
3020,TETRABUTOXYPROPYL TRISILOXANE,,,,,,,,
3021,TETRABUTYL AMMONIUM BROMIDE,,,,,,,,
3022,TETRADECENE,,Not found,196.38,Not found,C14H28, ,['tetradecene'],"emollient,solvent,viscosity controlling,propellant"
3023,TETRADECYLEICOSANOL,,,494.92,0.842Â±0.06 g/cm3(Predicted),C34H70O,,"['TETRADECYLEICOSANOL', '2-tetradecylicosan-1-ol', '1-Eicosanol, 2-tetradecyl-', 'MYRISTYLEICOSANO L, TETRADECYLEICOSA NOL']",
3024,TETRADECYLEICOSYL STEARATE,,,,,,,,
3025,TETRADECYLOCTADECANOL,,,,,,,,
3026,TETRAHEXYLDECYL ASCORBATE,,3.50,1129.784,0.982,C70H128O10,[H][C@@]1(OC(=O)C(OC(=O)C(CCCCCC)CCCCCCCC)=C1OC(=O)C(CCCCCC)CCCCCCCC)[C@H](COC(=O)C(CCCCCC)CCCCCCCC)OC(=O)C(CCCCCC)CCCCCCCC,"TETRAHEXYLDECYL ASCORBATE,tetrahexyldecyl ascorbate","antioxidant,skin-conditioning agent - miscellaneous,skin conditioning"
3027,"1,2,3,4-TETRAHYDRO-6-NITROQUINOXALINE",,,,,,,,
3028,TETRAHYDRODIFERULOYLMETHANE,,1.99e-3,372.417,1.222,C21H24O6,COC1=CC(CCC(=O)CC(=O)CCC2=CC(OC)=C(O)C=C2)=CC=C1O,"['TetrahydrocucuMin', 'Tetrahydrocurcumin', 'Tetrahydrodiferuloylmethane', '1,7-Bis(4-hydroxy-3-methoxyphenyl)heptane-3,5-dione']",antioxidant
3029,TETRAHYDROFURFURYL ACETATE,,0.673,144.17,1.061 g/mL at 25 °C (lit.),C7H12O3,CC(=O)OCC1CCCO1,"['FEMA 3055', '2-(ACETOXYMETHYL)OXOLANE', 'Tetrahydrofurfuryl acetate', 'TETRAHYDROFURFURYL ACETATE', '2-(ACETOXYMETHYL)TETRAHYDROFURAN', 'Tetrahydro-2-furanmethanol acetate', 'Acetic acid tetrahydrofurfuryl ester', '2-Furanmethanol, tetrahydro-, acetate', '(2S)-tetrahydrofuran-2-ylmethyl acetate', '(2R)-tetrahydrofuran-2-ylmethyl acetate']","masking,solvent,flavouring"
3030,TETRAHYDROFURFURYL ALCOHOL,,soluble,102.13,1.054 g/mL at 25 °C (lit.),C5H10O2,OCC1CCCO1,"['THFA', '2-Oxolanemethanol', 'Oxolane-2-methanol', 'Tetrahydrofurfuryl a', '2-Hydroxymethyl oxolane', 'Tetrahydrofuryl Alcohol', 'Tetrahydrofurfuryl alcohol', 'Tetrahydrofuran-2-methanol', 'Tetrahydro-2-furanmethanol', 'Tetrahydrofurfruyl  Alcohol', 'tetrahydrofuran-2-ylmethanol', 'TETRAHYDROFURFURYLIC ALCOHOL', 'TETRAHYDROFURFURYL ALCOHOL FCC', 'tetrahydro-2-furylmethanol tetrahydrofurfuryl alcohol']","fragrance component,masking,solvent,flavouring"
3031,TETRAHYDROFURFURYL RICINOLEATE,,Not found,382.585,Not found,C23H42O4,CCCCCC[C@@H](O)C\C=C/CCCCCCCC(=O)OCC1CCCO1,tetrahydrofurfuryl ricinoleate,"emollient,skin conditioning"
3032,TETRAHYDROXYPROPYL ETHYLENEDIAMINE,,,,,,,,
3033,TETRAMETHYL DECYNEDIOL,,1.7g/L at 20°C,226.35,"0,89 g/cm3",C14H26O2,,"['TMDD', 'SURFYNOL TG', 'TIMTEC-BB SBB008941', 'TETRAMETHYL DECYNEDIOL', '2,4,7,9-TETRAMETHYL-5-DECYN-4,7-DIOL', '2,4,7,9-Tetramethyl-5-decyn-4,7-diol', '2,4,7,9-TETRAMETHYL-5-DECYNE-4,7-DIOL', '2,4,7,9-tetramethyldec-5-yne-4,7-diol', '5-DECYNE-4,7-DIOL-2,4,7,9-TETRAMETHYL', '2,4,7,9-Tetramethyl-5-Decyne-4,7-diol', '1,4-diisobutyl-1,4-dimethylbutynediol', '4,7-DIHYDROXY-2,4,7,9-TETRAMETHYL-5-DECYNE', '(4R,7S)-2,4,7,9-tetramethyldec-5-yne-4,7-diol', '(4S,7S)-2,4,7,9-tetramethyldec-5-yne-4,7-diol', '(4R,7R)-2,4,7,9-tetramethyldec-5-yne-4,7-diol', '2,4,7,9-Tetramethyl-5-decyne-4,7-diol,mixture of () and meso']",
3034,TETRAMETHYL TETRAPHENYL TRISILOXANE,,,484.80898,,C28H32O2Si3,,"['TETRAMETHYL TETRAPHENYL TRISILOXANE', 'trimethyl-(methyl-phenyl-triphenylsilyloxysilyl)oxysilane']",
