id,Chemical Name,LogP (Partition coefficient),LogS (water solubility of the ingredient),Molecular weight,Density,Chemical formula,Structure,Synonyms,Functionalities
2349,Polyquaternium-10,,,,,(C2H4O)n.C6H16NO2.xCl.xUnspecified,,"['Polyquaternium-10', 'cellulose ether with a-', 'Polyquaternium-10(PQ-10)', '(54351-50-7) polyquaternium-10', 'HYDROXYETHYLCELLULOSE ETHOXYLATE', 'oxypoly(oxy-1,2-ethanediyl)chloride', 'hydroxyethylcelluloseethoxylate,quaternized', 'Cellulose 2-(2-hydroxy-3-(trimethylammonio)propoxy) ethyl ether chloride', '2-[(2-Hydroxy-3-trimethylammonio)-propoxy]-ethyl ether cellulose chloride', 'cellulose,etherwithalpha-[2-hydroxy-3-(trimethylammonio)propyl]-omega-hydr', 'Cellulose, 2-hydroxyethyl 2-hydroxy-3-\n(trimethylammonio)propyl ether, chloride', ' Cellulose ether with a-[2-hydroxy-3-(trimethylammonio)propyl]-w-hydroxypoly(oxy-1,2-ethanediyl) chloride', 'Cellulose,etherwith.alpha.-[2-hydroxy-3-(trimethylammonio)propyl]-.omega.-hydroxypoly(oxy-1,2-ethanediyl)chloride']",
2350,Polyquaternium-14,,,283.34,,C10H21NO6S,,"['POLYQUATERNIUM-14', 'N-[2-(Methacryloyloxy)-ethyl]-N,N,N-trimethylammonium methane sulfonate, ho', 'Ethanaminium, N,N,N-trimethyl-2-(2-methyl-1-oxo-2-propenyl)oxy-, methyl sulfate, homopolymer']",
2351,Polyquaternium-15,,,,,,,,
2352,Polyquaternium-32,,,278.78,,(C9H18ClNO2)n.(C3H5NO)m,,['Polyquaternium-32'],
2353,Polyquaternium-33,,,,,,,,
2354,Polyquaternium-37,,,207.7,,C9H18ClNO2,,"['ATK', 'Synthalen CR', 'Acid Thickener', 'Acid  Thickener', 'POLYQUATERNIUM-37', 'Poly(2-methacryloxyethyltrimethylammonium chloride)', 'Poly[[2-(methacryloyloxy)ethyl]trimethylammonium chloride]', 'MADQUAT,  Poly(2-methacryloxyethyltrimethylammonium  chloride)', 'N,N,N-trimethyl-2-[(2-methylacryloyl)oxy]ethanaminium chloride', 'poly(N,N,N-trimethyl-2-[(2-methyl-1-oxo-2-propenyl)oxy] ethanaminium chloride)']",
2355,Polyquaternium-46,,,470.58286,1.04g/mLat 20°C,C21H34N4O6S,,"['luviquatÂ¨hold', 'LuviquatTMHOLD', 'LuviquatTM  HOLD', 'LUVIQUAT (R) HOLD', 'POLYQUATERNIUM-46', '1-ethenylazepan-2-one,1-ethenyl-3-methylimidazol-3-ium,1-ethenylpyrrolidin-2-one,methylsulfate', '1-ethenylazepan-2-one,1-ethenyl-3-methylimidazol-3-ium,1-ethenylpyrrolidin-2-one,methyl sulfate', 'Poly[(3-methyl-1-vinylimidazolium methyl sulfate)-co-(1-vinylcaprolactam)-co-(1-vinylpyrrolidone)]', 'Polyquaternium46,Poly[(3-methyl-1-vinylimidazoliummethylsulfate)-co-(1-vinylcaprolactam)-co-(1-vinylpyrrolidone)]', 'Polyquaternium  46,  Poly[(3-methyl-1-vinylimidazolium  methyl  sulfate)-co-(1-vinylcaprolactam)-co-(1-vinylpyrrolidone)]', '1H-Imidazolium, 1-ethenyl-3-methyl-, methyl sulfate, polymer with 1-ethenylhexahydro-2H-azepin-2-one and 1-ethenyl-2-pyrrolidinone', '1H-Imidazolium,1-ethenyl-3-methyl-,methylsulfate,polymerwith1-ethenylheChemicalbookxahydro-2H-azepin-2-oneand1-ethenyl-2-pyrrolidinone']",
2356,Polysorbate 20,,,,,,,,
2357,Polysorbate 21,,,,,,,,
2358,Polysorbate 40,,100 g/L,338.26472,1.083g/mLat 25°C(lit.),C12H18O11,,"['Tween-40', 'TWEEN 40', 'TWEEN NO 40', 'Tween(R) 40', 'POLYSORBATE 40', 'Emulsifier T-40', 'POLYSORBATE40,NF', 'POLYOXYETHYLENE SORBITAN MONOPALMITATE', 'POLYOXYETHYLENE (20) SORBITAN MONOPALMITATE', 'Sorbitanmonopalmitat, ethoxiliert, EO 20 mol', 'POLYOXYETHYLENE GLYCOL SORBITAN MONOPALMITATE']",
2359,Polysorbate 60,,,,,,,,
2360,Polysorbate 80,,,,,,,,
2361,Polyvinyl Acetate,,,86.08924,1.18 g/mL at 25 °C,C4H6O2,,"['Polyvinyl Acetate', 'Poly(vinyl acetate)', 'PolyvinylacetateMWca', 'methyl prop-2-enoate', 'Polyvinyl Acetate (1 g)', 'poly(1-acetoxyethylene)', 'POLY(VINYL ACETATE) USP', 'Poly(vinyl acetate) 235', 'Polyvinyl acetate, MW â\x89\x88 50,000', 'Vinyl acetate emulsion adhesive,series', 'Vinyl Acetate Latex (Med.Particle Size)', 'Vinyl Acetate Latex (Large Particle Size)', 'Poly(vinyl acetate), approx. M.W. 100,000', 'Poly(vinyl acetate), approx. M.W. 170,000']",
2362,Polyvinyl Alcohol,,,,,,,['POLYVINYL ALCOHOL'],
2363,Polyvinyl Chloride,,,62.49822,1.4 g/mL at 25 °C (lit.),C2H3Cl,,"['PVC', 'tk1000', 'sicron', 'Carina', 'Dacovin', 'Dynadur', 'Tevilon', 'scon5300', 'Bakelite', 'Boltaron', 'Armodour', 'Hostalit', 'sicron530', 'Pvc resin', 'Thermovyl', 'Genotherm', 'trovidurn', 'tocrylc440', 'chloroethene', 'Polyvinylchloride', 'Polyvinyl chloride', 'Poly(vinyl chloride)', 'Chloroethylene polymer', 'Poly(1-chloroethylene)', 'Polyvinyl chloride film', 'Chloroethylene, polymer', 'Polyvinyl chloride resin', 'Polyvinyl chloride sheet', 'Polyvinyl chloride granula', 'Ethylene, chloro-, polymer', 'Expanded polyvinyl chloride', 'Ethene, chloro-, homopolymer', 'Atactic poly(vinyl chloride)', 'Chloroethylene homopolymerise', 'Chloroethene homopolymer (9ci)', 'Vinyl chloride homopolymer  latex', 'Chloroethylene homopolymerise [french]', 'Polyvinyl chloride mixture granula,modified']",
2364,Polyvinyl Methyl Ether,,,,,,,,
2365,Ponceau Sx,,130.4g/L at 30°C,460.45,0.272[at 20°C],C18H17N2NaO7S2,,"['AKA504', 'CI 14700', '12101red', 'FOOD RED 1', 'Ponceau SX', 'C.I. 14700', 'PONCEAU SX', 'C.I. Food Red 1', 'D AND C RED NO 4', 'C.I. Food Red 1, disodium salt', 'disodium 3-[(2,4-dimethyl-5-sulphonatophenyl)azo]-4-hydroxynaphthalene-1-sulphonate', '1-Naphthalenesulfonic acid, 3-(2,4-dimethyl-5-sulfophenyl)azo-4-hydroxy-, disodium salt', 'disodium 3-[(2,4-dimethyl-5-sulfonatophenyl)hydrazono]-4-oxo-3,4-dihydronaphthalene-1-sulfonate']",
2366,Potassium Acesulfame,,,,,,,,
2367,Potassium Acetate,,2694 g/L (25 °C),98.14,1.57 g/cm3 at 25 °C (lit.),C2H3KO2,,"['LCM-1', 'Potassium acetate', 'Potassium Acetate BP', 'Acetic acid potassium salt', 'Acetic acid, potassium salt', 'PotassiumacetateACSwhitextl', 'EPA608-PERFORMANCE CHECK SOLUTION']",
2368,Potassium Alginate,,,398.31668,,C14H22O13,,"['kelmar', 'KF 200S', 'kelmarimproved', 'Kimica Algin K', 'Kimitsu Algin K', 'Kimica Algin K 3', 'POTASSIUM ALGINATE', 'Potassium polyalginate', 'potassiumpolymannuronate']",
2369,Potassium Alum,,"g/100g H2O: 3.00 (0°C), 5.90 (20°C), 109 (90°C) [LAN05]",258.21,1.725 g/cm3,AlKO8S2,,"['alum,n.f.', 'Potassium alum', 'ALUM POTASSIUM', 'Alum, potassium', 'POTASSIUM ALUMINUM SULFATE', 'ALUMINUM POTASSIUM SULFATE', 'Aluminum potassium sulfate', 'ALUMINIUM POTASSIUM SULFATE', 'ALUMINIUM POTASSIUM SULPHATE', 'Aluminium potassium sulphate', 'dialuminum dipotassium sulfate', 'aluminiumpotassiumbis(sulfate)', 'Potassium aluminium sulfate,anhydrous', '7784-24-9aluminiumpotassiumbis(sulphate)']",
2370,Potassium Ascorbyl Tocopheryl Phosphate,,,,,,,,
2371,Potassium Aspartate,,,173.21,,C4H8KNO4,,"['H-ASP-OH K SALT', 'POTASSIUM ASPARTATE', 'Potassium L-aspartate', 'L-Aspartate Potassium', 'L-Aspartic acid  K salt', 'L-aspartic acid Potassium', 'Potassium L-aspartic acid', 'monopotassium L-Aspartate', 'potassium hydrogen aspartate', 'L-aspartic acid potasium salt', 'Potassium L-Aspartate Hydrate', 'L-ASPARTIC ACID POTASSIUM SALT', 'L-ASPARAGINIC ACID POTASSIUM SALT', 'L-aspartic acid, monopotassium salt', 'L-ASPARTIC ACID POTASSIUM SALT, PURI', 'l-asparticacid,monopotassiumsalthydrate', 'potassium (2S)-2-amino-3-carboxypropanoate', 'L-Asparticacidmonopotassiumsalthemihydrate', 'L-ASPARTIC ACID POTASSIUM SALT HEMIHYDRA T']",
2372,Potassium Benzoate,,492g/L at 20°C,160.21,1.558 g/cm3,C7H5KO2,,"['POTASSIUM BENZOATE', 'Potassium benzoate', 'benzoic acid potassium', 'PotassiumBenzoateC7H5KO2', 'Kaliumbenzoat,wasserfrei', 'POTASSIUM BENZOATE REAGENT', 'BENZOIC ACID POTASSIUM SALT', 'Benzoicacidpotassiumsaltanhydrous', 'POTASSIUMBENZOATE,CRYSTAL,REAGENT']",
2373,Potassium Bicarbonate,,Soluble in water. Insoluble in alcohol.,100.12,"2,17 g/cm3",CHKO3,,"['bicarbonate', 'POTASSIUM BICARBONATE', 'Potassium bicarbonate', 'Potassium acid carbonate', 'POTASSIUM ACID CARBONATE', 'Potassium hydrogen carbonate', 'POTASSIUM HYDROGEN CARBONATE', 'Carbonicacidmonopotassiumsalt', 'Carbonicacid,monopotassiumsalt', 'Potassium hydrogen carbonate, ACS (dried basis)']",
2374,Potassium Biphthalate,,80 G/L (20 °C),204.22,1.006g/mLat 20°C,C8H5KO4,,"['SODIUM AMYL XANTHTATE', 'Potassium biphthalete', 'Potassium biphthalate', 'pot. hydrogen phthalate', 'Potassium acid phthalate', 'potassium 2-carboxybenzoate', 'Potassium hydrogen phthalate', 'Potassium phthalate monobasic', 'POTASSIUMBIPHTHALATE,ULTRAPURE', 'Phthalic acid monopotassium salt', 'POTASSIUMBIPHTHALATE,BIOTECHGRADE', 'POTASSIUM ACID PHTHALATE BIO-REFINED', 'POTASSIUM ACID PHTHALATE BUFFER GRADE', 'POTASSIUMBIPHTHALATE,CRYSTAL,REAGENTSPECIAL,ACS', 'potassium hydrogen phthalate, primary standard, acs', 'Potassium hydrogen phthalate, reagent ACS,  acidimetric standard']",
2375,Potassium Borate,,soluble 4 parts H2O; slightly soluble alcohol [MER06],176.1,0.4-0.7 g/cm3,BK3O3,,"['JACS-1332-77-0', 'Potassium borate', 'Potassium biborate', 'potassium tetraborate', 'POTASSIUM TETRABORATE', 'Dipotassium tetraborate', 'POTASSIUM BORATE (TETRA)', 'Potassium borate (K2B4O7)', 'boronpotassiumoxide(b4k2o7)', 'Boric acid, dipotassium salt', 'Boron potassium oxide (B4K2O7)', 'Boric acid (H2B4O7), dipotassium salt']",
2376,Potassium Bromate,,70 g/L (20 °C),167.0,3.27,BrKO3,,"['UN1484', 'CCRIS 529', 'HSDB 1253', 'NSC 215200', 'EEC No. E924', 'UNII-04MB35W6ZA', 'Potassium bromate', 'potassium bronlate', 'Potassium bromate(DOT)', 'Potassium bromate, ACS min', 'Bromic acid, potassium salt', 'Potassium bromate, for analysis', 'Potassium bromate [UN1484]  [Oxidizer]', 'Potassium bromate, reagent grade, ACS, ISO']",
2377,Potassium Butylparaben,,,,,,,,
2378,Potassium Carbonate,,1120 g/L (20 °C),138.21,2.43 g/mL at 25 °C,K2CO3,,"['K2CO3', 'Pearl ash', 'Salt of tartar', 'alt of wormwood', 'Potassiumcarbonate', 'Potassium carbonate', 'Carbonate Of Potash', 'dipotassiumcarbonate', 'Dipotassium carbonate', 'PotassiumCarbonateFcc', 'Carbonicaciddipotassiumsalt', 'Carbonicacid,dipotassiumsalt', 'Potassium carbonate anhydrous', 'Potassium carbonate,anhydrous', 'PotassiumCarbonateAnhydrousAr', 'Potassium carbonate hemihydrate', 'Carbonic acid, dipotassium salt', 'PotassiumCarbonateAnhydrousK2CO3', 'PotassiumCarbonatePurified(Anhydrous)']",
2379,Potassium Caroate,,,,,,,,
2380,Potassium Castorate,,,1101.74718,,C57H107K3O12,,"['Potassium storate', ' Potassium torate', 'Degreasing Cleaning', 'Degreasing Cleaning Agent', 'Fatty acids,tor-oil,potassium salts', 'tripotassium,(Z)-12-hydroxyoctadec-9-enoate,propane-1,2,3-triol']",
2381,Potassium Cetyl Phosphate,,,398.601,,C16H33K2O4P,,"['POTASSIUM CETYL PHOSPHATE', 'Potassium monocetyl phosphate', 'Phosphoric acid,cetyl ester,potassium salt', 'Phosphoric acid, cetyl ester, potassium salt']",
2382,Potassium Chlorate,,73 g/L (20 °C),122.5495,"2,32 g/cm3",ClKO3,,"['Potassium chlorate', 'Chlorate of potash', 'Chlorate de potassium', 'Potassio (clorato di)', 'Chlorate of potassium', 'CHLORIC ACID, POTASSIUM SALT', 'Potassium chlorate, solution.', 'POTASSIUM CHLORATE BIO-REFINED', 'POTASSIUM CHLORATE REAGENT (ACS)', 'Potassium Chlorate, Reag. Ph. Eur.', 'Potassium chlorate [UN1485]  [Oxidizer]']",
2383,Potassium Chloride,,340 g/L (20 °C),74.55,1.98 g/mL at 25 °C (lit.),ClK,,"['Kalitabs', 'Kaleorid', 'Kaleorod', 'chloriddraselny', 'Chloropotassuril', 'Chlorid draselny', 'chlorideofpotash', 'Potassium chloride', 'Chloropotassuril diffu-K']",
2384,Potassium Citrate,,60.91 g/100g saturated solution in water (25°C) [MER06],306.39,1.187,C6H5K3O7,,"['kajos', 'seltz-k', 'porekal', 'kaliksir', 'SODIUM POTASSIUM', 'POTASSIUM CITRATE', 'Tripotassium citrate', 'tri-Potassium citrate', 'Potassium acid citrate', 'sdTripotassium Citrate', 'potassiumcitrateanhydrous', 'potassium citrate anhydrous', 'HYDROXY CITRIC ACID SYNTHETIC', 'tripotassium citrate anhydrous', 'tripotassiuM citrate anhydrous', 'POTASSIUM CITRATE TRIBASIC SOLUTION', 'potassium 3,4-dicarboxy-3-hydroxybutanoate', 'tripotassium 2-hydroxypropane-1,2,3-tricarboxylate', '1,2,3-Propanetricarboxylicacid,2-hydroxy-,tripotassiumsalt', '2-Hydroxy-1,2,3-propanetricarboxylic acid tripotassium salt', 'Tripotassium-2-hydroxypropane-1,2,3-tricarboxylateanhydrous', '1,2,3-Propanetricarboxylic acid, 2-hydroxy-, tripotassium salt']",
2385,Potassium Cumenesulfonate,,,238.34514,,C9H11KO3S,,"['potassium cumenesulphonate', 'POTASSIUM CUMENESULFONATE', 'Benzenesulfonic acid, (1-methylethyl)-, potassium salt', '4-Isopropylbenzenesulfonic acid potassium salt', 'Potassium 4-cumenesulfonate', 'potassium,2-propan-2-ylbenzenesulfonate']",
2386,Potassium Cyanate,,750 g/L (20 °C),81.12,2.056 g/mL at 25 °C (lit.),CKNO,,"['alicyanate', 'aerocyanate', 'Potassium cyanate', 'potassiumisocyanate', 'cyanate de potassium', 'millerp.c.weedkiller', 'aerocyanateweedkiller', 'p.c.80crabgrasskiller', 'potassiumcyanate(kcno)', 'potassiumcyanate(kocn)', 'bonidekrabcrabgrasskiller', 'POTASSIUM CYANATE(TECHNICAL)']",
2387,Potassium Cyclocarboxypropyloleate,,,,,,,,
2388,Potassium Dodecylbenzenesulfonate,,,364.58436,,C18H29KO3S,,"['POTASSIUM DODECYLBENZENESULFONATE', 'potassium alkyl benzene sulfonates', 'potassium dodecylbenzenesulphonate', 'dodecyl-benzenesulfonic aci potassium salt', 'Dodecylbenzenesulfonic acid, potassium salt', 'Benzenesulfonic acid, dodecyl-, potassium salt', 'Potassium Dodecylbenzene Sulfonate (Mixture of Isomers)', '2-DODECYLBENZENE SULFONIC ACID POTASSIUM SALT (MIXTURE OF ISOMERS)']",
2389,Potassium Ethylparaben,,,,,,,,
2390,Potassium Fluoride,,92.3 g/100 mL (18 °C),58.1,2.48,FK,,"['SUCROSE, MOLECUL', 'POTASSIUM FLUORIDE', 'Potassium fluoride', 'Potassium fluoride solution', 'Anhydrous Potassium Fluoride', 'Potassium fluoride anhydrous', 'Potassium fluoride on alumina', 'potassium fluoride spray dried', 'POTASSIUM FLUORIDE ON CELITE(R)', 'POTASSIUM FLUORIDE ANHYDROUS pure', 'Potassium Fluoride, Anhydrous, Reagent', 'POTASSIUM FLUORIDE IN D2O NMR REFERENCE STANDARD']",
2391,Potassium Glucoheptonate,,,,,,,,
2392,Potassium Glycerophosphate,,,248.25,,C3H7K2O6P,,"['GLYCEROPHOSPHORIC ACID, K', 'POTASSIUM GLYCEROPHOSPHATE', 'RAC-GLYCERO-3-PHOSPHATE DIPOTASSIUM SALT', 'dipotassium 2,3-hydroxy-1-propyl phosphate', 'DL-ALPHA-GLYCEROL PHOSPHATE DIPOTASSIUM SALT', 'dl-Î±-glycerol phosphate dipotassium salt solution', 'DL-Î±-Glycerol  phosphate  solution  dipotassium  salt', 'DL-ALPHA-GLYCEROL PHOSPHATE DIPOTASSIUM SALT SOLUTION']",
2393,Potassium Glycol Sulfate,,,,,,,,
2394,Potassium Hydroxide,,soluble,56.11,1.450g/mLat 20°C,KOH,,"['POTASH', 'POTASH LYE', 'POTASH CAUSTIC', 'POTASSIUM HYDRATE', 'POTASSIUM HYDROXIDE', 'Potassium hydroxide', 'POTASSIUM HYDROXIDE STANDARD', 'hydroxydedepotassium(solide)', 'POTASSIUM HYDROXIDE ETHANOLIC']",
2395,Potassium Hydroxycitrate,,,246.21,,C6H7KO8,,"['POTASSIUM HYDROXYCITRATE', 'Hydroxy Citric Acid Potassium Salt', 'Hydroxycitric acid tripotassium salt', 'Potassium hydroxycitrate tribasic monohydrate', 'HYDROXYCITRIC ACID POTASSIUM SALT, (-)-(P)', '3-C-Carboxy-2-deoxypentaric acid tripotassium salt', 'Tripotassium hydroxycitrate', 'Potassium hydroxycitrate tribasic']",
2396,Potassium Iodide,,1.43 kg/L,166.0,,KI,,"['Potassium iodide', 'POTASSIUM IODINE', 'GOLD COAST SOLUTION NO 3', 'Potassium iodide solution', 'Potassiumiodidewhitepowder']",
2397,Potassium Lactate,,,130.18,,C3H7KO3,,"['Potassium Latate', 'Kalium-(S)-lactat', 'potassium lactate', 'Potassium L-lactate', 'potassium (S)-lactate', 'Potassinmlactatesolution', 'Lactic acid potassium salt', 'potassium L-lactate solution', 'potassium 2-hydroxypropanoate', 'potassium (2S)-2-hydroxypropanoate', '[S,(-)]-2-Hydroxypropionic acid potassium salt', 'Propanoic acid, 2-hydroxy-, monopotassium salt', 'POTASSIUM L-LACTATE SOLUTION, FOR MICROB IOLOGY']",
2398,Potassium Laurate,,,238.41,1.136 g/cm3,C12H23KO2,,"['POTASSIUM LAURATE', 'Potassium Laurate', 'potassiumsoapoftall', 'potassiumdodecanoate', 'potassiumsoapofcoconut', 'LAURIC ACID POTASSIUM SALT', 'DODECANOIC ACID, POTASSIUM SALT', 'potassiumsoapoftalloilfattyacid', 'potassiumsoapofcoconutfattyacid']",
2399,Potassium Lauroyl Glutamate,,,,,,,,
2400,Potassium Lauryl Hydroxypropyl Sulfonate,,,,,,,,
2401,Potassium Lauryl Sulfate,,,,,,,,
2402,Potassium Linoleate,,,,,,,,
2403,Potassium Metabisulfite,,Soluble in water. Insoluble in ethanol.,222.32,2.34 g/cm3,K2O5S2,,"['dipotassiumdisulfite', 'Potassium metabisulfite', 'potassiummetabisulphate', 'dipotassiummetabisulfite', 'Disulfurousacid,dipotassiumsalt', 'POTASSIUM METABISULFITE REAGENT', 'POTASSIUMMETABISULFITE,CRYSTAL,NF', 'pyrosulfurousacid,dipotassiumsalt', 'POTASSIUMMETABISULFITE,CRYSTAL,FCC', 'dipotassium oxidosulfanesulfonate oxide', 'sulfanesulfonic acid, hydroxy-, oxide, monopotassium salt']",
2404,Potassium Methoxycinnamate,,,206.24,,C8H7KO4,,"['MSAK', '4MSK', '4-MSAK', '4MS KTranexamic Acid', 'POTASSIUM METHOXYCINNAMATE', 'Potassium methoxysalicylate', 'Potassium 4-methoxysalicylate', 'POTASSIUM 4-METHOXYSALICYLATE', 'Potassium 2-hydroxy-4-methoxybenzoate', 'P-Methoxy salicylic acid potassium salt', 'Potassium methoxysalicylate Potassium 2-Hydroxy-4-methoxybenzoate ']",
2405,Potassium Methylparaben,,,190.24,,C8H7KO3,,"['METHYL 4-HYDROXYBENZOATE POTASSIUM', 'POTASSIUM METHYL 4-HYDROXYBENZOATE', 'potassium methyl 4-oxidobenzoate', 'POTASSIUM METHYLPARABEN', '4-(Potassiooxy)benzoic acid methyl ester', 'Potassium4-(methoxycarbonyl)phenolate']",
2406,Potassium Monofluorophosphate,,,,,,,['POTASSIUM MONOFLUOROPHOSPHATE'],
2407,Potassium Myristate,,,266.46,,C14H27KO2,,"['nonsoulmk1', 'PotassiumMirystate', 'POTASSIUM MYRISTATE', 'potassiumtetradecanoate', 'potassiumn-tetradecanoate', 'myristicacid,potassiumsalt', 'TETRADECANOIC ACID, POTASSIUM SALT']",
2408,Potassium Myristoyl Glutamate,,,,,,,,
2409,Potassium Nitrate,,320 g/L (20 °C),101.1032,1.00g/mLat 20°C,KNO3,,"['NO3', 'nitre', 'NITRATE', 'vicknite', 'SALTPETER', 'NITRATE ION', 'NITRATE STANDARD', 'Nitrate solution', 'Potassium nitrate', 'NITRATE IC STANDARD', 'PotassiumnitrateACSwhitextl', 'NITRATE, CERTIFIED ANION STANDARD', 'NITRATE SINGLE COMPONENT STANDARD', 'Nitrate Ion standard solution Fluka', 'POTASSIUM NITRATE PHOTOGRAPHIC GRADE', 'POTASSIUM NITRATE CELL CULTURE TESTED', 'POTASSIUM ION CHROMATOGRAPHY STANDARD', 'Potassium ion chromatography standard solution Fluka', 'POTASSIUM NITRATE R. G., REAG. ACS, REAG . ISO, REAG. PH. EUR.', 'Filling solution for salt bridges and double-junction electrodes']",
2410,Potassium Octoxynol-12 Phosphate,,,,,,,,
2411,Potassium Oleate,,Soluble in water,320.55,>1.1 g/cm3,C18H33KO2,,"['potassium oleate', 'POTASSIUM OLEATE', 'Oleic Acid Potassium', 'OLEIC ACID POTASSIUM SALT', 'Potassium 9-octadecenoate', 'Oleic acid potassium salt', 'POTASSIUM (Z)-9-OCTADECENOATE', 'potassium (9Z)-octadec-9-enoate', '(z)-9-octadecenoic acid potassium salt']",
2412,Potassium O-Phenylphenate,,,208.29756,,C12H9KO,,"['Kalium-2-biphenylat', 'potassium 2-biphenylate', 'Potassium 2-phenylphenate', 'POTASSIUM o-PHENYLPHENATE', 'POTASSIUM2-PHENYLPHENOXIDE', 'POTASSIUMORTHOPHENYLPHENOL', '2-biphenylol, potassium salt', '1,1-Biphenyl-2-ol, potassium salt']",
2413,Potassium Palmitate,,,296.54,,C16H33KO2,,"['HEXADECANOIC ACID, POTASSIUM SALT', 'DELTA-POTASSIUM PALMITATE', 'POTASSIUM PALMITATE', 'Potassium Palmitate-7,7,8,8-D4', 'Potassium Palmitate-UL-13C16', 'Kaliumpalmitat', 'standardsolutionaccordingtoblacher']",
2414,Potassium Paraben,,,176.21,,C7H5KO3,,"['POTASSIUM PARABEN', 'POTASSIUM 4-HYDROXYBENZOATE', 'POTASSIUM P-HYDROXYBENZOATE', 'P-HYDROXYBENZOIC ACID POTASSIUM SALT', '4-Hydroxybenzoic acid potassium salt', 'Benzoicacid,4-hydroxy-,monopotassiumsalt', '4-HYDROXYBENZOIC ACID MONOPOTASSIUM SALT']",
2415,Potassium Pca,,,,,,,,
2416,Potassium Persulfate,,5 g/100 mL (20 °C),270.32,2.47,K2O8S2,,"['anthion', 'BETZ 2701', 'NP A SOLUTION', 'Potassium persulfate', 'POTASSIUM PERSULFATE', 'Potassium persulphate', 'dipotassiumpersulfate', 'Potassium peroxodisulfate', 'POTASSIUM PEROXODISULFATE', 'Potassium peroxydisulfate', 'POTASSIUM PEROXYDISULFATE', 'POTASSIUM PEROXYDISULPHATE', 'DIPOTASSIUM PEROXYDISULFATE', 'dipotassium peroxodisulphate', 'DI-POTASSIUM PEROXODISULPHATE', 'POTASSIUM PERSULFATE, PURIFIED', 'TNP-201 DECOMPOSITION SOLUTION 1', 'Peroxydisulfuricacid,dipotassiumsalt', 'dipotassium [(sulfonatoperoxy)sulfonyl]oxidanide', 'peroxydisulfuricacid([(ho)s(o)2]2o2),dipotassiumsalt']",
2417,Potassium Phenoxide,,,132.202,,C6H5KO,,"['Phenoxypotassium', 'potassium phenylate', 'Potassium phenoxyde', 'POTASSIUM PHENOXIDE', 'potassium phenolate', 'potassium benzenolate', 'Phenol, potassium salt']",
2418,Potassium Phenylbenzimidazole Sulfonate,,,,,,,,
2419,Potassium Phosphate,,50.8 g/100 mL (25°C),212.27,,K3PO4,,"['Tkp', 'ATKP', 'Potassium Phosphate', 'Potassium O-Phosphate', 'Tripotassium Phosphate', 'Tripotassium Orthophosphate', 'Tri-Potassium Orthophosphate', 'Potassium Phosphate Tribasic', 'Potassiumphosphatetribasick3po4', 'Phosphoricacid,Tripotassiumsalt', 'Tripotassium Phosphate Anhydrous']",
2420,Potassium Polyacrylate,,,72.06,0.4g/mLat 25°C(lit.),C3H4O2,,"['K-PCM', 'K-PAM', 'Potassiumpolyacrylate', 'Potassium polycalcium', 'Potassium polyacrylate', 'Polyacrylsure, Kaliumsalz', 'POLY(ACRYLIC ACID), POTASSIUM SALT', 'poly(acrylic acid), potassium salt', 'Acrylic acid homopolymer potassium salt', 'Poly(acrylic acid) partial potassium salt', '2-Propenoicacid,homopolymer,potassiumsalt', 'POLY(ACRYLIC ACID), POTASSIUM SALT, LIGH TLY CROSS-LINKED', 'Potassium polyacrylate poly(acrylic acid), potassium salt']",
2421,Potassium Propionate,,,112.17,1.438g/cm3 at 20°C,C3H5KO2,,"['Kaliumpropionat', 'POTASSIUM PROPIONATE', 'potassium propanoate', 'potassium propionate', 'Potassium propanoate', 'Potassium propionate', 'PROPIONIC ACID POTAS', 'propanoicacid,potassiumsalt', 'PROPIONIC ACID POTASSIUM SALT', 'Propanoic acid, potassium salt', 'Propanoic acid,potassiuM salt (9CI)']",
2422,Potassium Propylparaben,,,,,,,,
2423,Potassium Ricinoleate,,,336.55,,C18H33KO3,,"['POTASSIUM RICINOLEATE', 'RICINOLEIC ACID, POTASSIUM SALT', 'ricinoleicacid,monopotassiumsalt', 'POTASSIUM 12-HYDROXY-(CIS)-9-OCTADECENOATE', '12-hydroxy-,monopotassiumsalt,(r-(z))-9-octadecenoicaci', '12-hydroxy-,monopotassiumsalt,[R-(Z)]-9-Octadecenoicacid', '12-hydroxy-,monopotassiumsalt,[theta-(z)]-9-octadecenoicaci']",
2424,Potassium Salicylate,,,178.23,1.53[at 20°C],C7H7KO3,,"['UNII-K91YT16P5M', 'POTASSIUM SALICYLATE', 'potassium salicylate', 'Potassium salicylate', 'potassium 2-hydroxybenzoate', 'SALICYCLICACIDPOTASSIUMSALT', 'Salicylic acid potassium salt', 'Salicylic acid 1-potassium salt', '2-Hydroxybenzoic acid potassium salt', '2-hydroxy-benzoicacimonopotassiumsalt', 'Benzoicacid,2-hydroxy-,monopotassiumsalt', 'Benzoic acid, 2-hydroxy-, monopotassium salt']",
